entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_2,Trial,解の非唯一性考慮のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ_2
"[0.22222221936507935, 0.22222221293650785, 0.2222222143650784, 0.11111110968253968, 0.22222221293650785]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518523, 0.2222222222222222]","[0.22222221936507935, 0.18518518875661408, 0.2222222143650784, 0.11111110968253968, 0.18518518875661408]",323,"[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518523, 0.2222222222222222]","[0.2222222222222222, 0.18518519018518523, 0.22222220722222216, 0.1111111111111111, 0.18518519018518523]","[0.2222222222222222, 0.22222221579365087, 0.11111111325396822, 0.1111111111111111, 0.22222221579365087]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.11111114039682651, 0.22222221936507935]","[0.22222221936507935, 0.22222221293650785, 0.11111111611111113, 0.11111110968253968, 0.22222221293650785]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.22222221293650785, 0.22222221936507935]","[0.2222222222222222, 0.22222222650793644, 0.2222222222222222, 0.22222221579365087, 0.2222222222222222]","[0.2222222222222222, 0.22222221579365087, 0.22222220722222216, 0.18518516232804247, 0.22222221579365087]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.18518518875661408, 0.22222221936507935]"
E,r,E,324,r,E,E,r,E,r,r,E,r
E,"[0.23076925244123955, 0.23076921965455827, 0.2307692241025641, 0.15384616607015697, 0.23076921965455827]",E,325,"[0.23076925244123955, 0.23076921965455827, 0.2307692241025641, 0.15384616607015697, 0.23076921965455827]","[0.23076921965455827, 0.23076921965455827, 0.2307692241025641, 0.07692308414707985, 0.15384616607015697]","[0.23076921965455827, 0.11538462622061978, 0.11538461205128205, 0.11538461205128205, 0.23076921965455827]",r,E,r,"[0.23076925244123955, 0.2307692241025641, 0.2307692241025641, 0.23076921965455827, 0.23076921965455827]","[0.23076921965455827, 0.23076921965455827, 0.2307692241025641, 0.15384613773148134, 0.23076921965455827]",r
E,r,E,326,r,E,E,r,E,r,r,E,r
E,r,E,327,r,E,E,r,E,r,r,E,r
E,r,E,328,r,E,E,r,E,r,r,E,r
E,r,E,329,r,E,E,r,E,r,r,E,r
E,r,E,330,r,E,E,r,E,r,r,E,r
"[0.22222221422222127, 0.22222221422222127, 0.16666665866666652, 0.16666665866666652, 0.22222219622221911]","[0.22222223094074103, 0.3555555467340737, 0.1777777910614822, 0.1777777910614822, 0.22222223094074103]","[0.1666666806666676, 0.22222221422222127, 0.16666665866666652, 0.16666665866666652, 0.11111110711111064]",331,"[0.22222223094074103, 0.22222223478518482, 0.1777777910614822, 0.1777777910614822, 0.22222223094074103]","[0.1777777910614822, 0.22222223094074103, 0.17777777336703685, 0.17777777336703685, 0.11111111547037052]","[0.22222223094074103, 0.22222223094074103, 0.11111111739259241, 0.11111111547037052, 0.22222219170740642]","[0.22222221422222127, 0.22222225022222564, 0.1666666806666676, 0.1666666806666676, 0.22222221422222127]","[0.22222221422222127, 0.22222221422222127, 0.11111112511111282, 0.11111110711111064, 0.22222219622221911]","[0.22222221422222127, 0.22222225022222564, 0.22222221422222127, 0.22222219622221911, 0.22222221422222127]","[0.22222223094074103, 0.22222223478518482, 0.22222223094074103, 0.22222219170740642, 0.22222223094074103]","[0.22222223094074103, 0.22222223094074103, 0.17777777336703685, 0.17777777336703685, 0.22222219170740642]","[0.22222221422222127, 0.33333331733333305, 0.1666666806666676, 0.1666666806666676, 0.22222221422222127]"
E,r,E,332,r,E,E,r,E,r,r,E,r
E,r,E,333,r,E,E,r,E,r,r,E,r
E,"[0.23529412014705886, 0.23529412014705886, 0.23529412014705886, 0.23529409181372637, 0.23529412014705886]",E,334,"[0.23529412014705886, 0.23529412014705886, 0.23529412014705886, 0.1960784263725489, 0.23529412014705886]","[0.23529412014705886, 0.11764706007352943, 0.11764706007352943, 0.11764706007352943, 0.23529409181372637]","[0.23529412014705886, 0.23529410952205868, 0.23529412014705886, 0.058823530036764715, 0.09803921318627445]",r,E,r,"[0.23529412014705886, 0.23529412014705886, 0.23529412014705886, 0.1960784263725489, 0.23529412014705886]","[0.23529412014705886, 0.23529410952205868, 0.23529412014705886, 0.19607838741421596, 0.23529409181372637]",r
E,r,E,335,r,E,E,r,E,r,r,E,r
E,r,E,336,r,E,E,r,E,r,r,E,r
"[0.22222222534722197, 0.22222221659722313, 0.11111110736111104, 0.11111110736111102, 0.22222222534722197]","[0.22222222534722239, 0.2666666591666666, 0.22222222534722222, 0.22222222534722222, 0.22222222534722222]","[0.22222222534722197, 0.22222221659722313, 0.06666666479166684, 0.11111110736111102, 0.22222222534722197]",337,"[0.22222222534722239, 0.2222222654861125, 0.22222222534722222, 0.22222222534722222, 0.22222222534722222]","[0.22222222534722222, 0.2222222112847223, 0.06666666479166665, 0.11111111267361111, 0.22222222534722222]","[0.22222222534722222, 0.11111111267361111, 0.11111113274305626, 0.11111111267361111, 0.22222222534722222]","[0.22222222534722197, 0.22222222534722197, 0.22222222534722197, 0.22222222534722197, 0.22222222534722197]","[0.22222222534722197, 0.11111111267361098, 0.11111110736111104, 0.11111111267361098, 0.22222222534722197]","[0.22222222534722197, 0.22222222534722197, 0.22222222534722197, 0.22222222534722197, 0.22222222534722197]","[0.22222222534722222, 0.2222222654861125, 0.22222222534722222, 0.22222222534722222, 0.22222222534722222]","[0.22222222534722222, 0.2222222112847223, 0.11111113274305626, 0.11111111267361111, 0.22222222534722222]","[0.22222222534722197, 0.2666666591666674, 0.22222222534722197, 0.22222222534722197, 0.22222222534722197]"
E,r,E,338,r,E,E,r,E,r,r,E,r
E,r,E,339,r,E,E,r,E,r,r,E,r
E,r,E,340,r,E,E,r,E,r,r,E,r
"[0.22222221936507935, 0.11111110968253968, 0.22222222579365083, 0.1111111032539682, 0.22222222579365083]","[0.22222222097222225, 0.22222222097222225, 0.22222222097222225, 0.22222222659722218, 0.22222222659722218]","[0.22222221936507935, 0.11111110968253968, 0.22222222579365083, 0.1111111032539682, 0.22222222579365083]",341,"[0.22222222097222225, 0.22222222097222225, 0.22222222097222225, 0.22222222659722218, 0.22222222659722218]","[0.22222221534722233, 0.11111111048611112, 0.22222222097222225, 0.11111111048611112, 0.22222222097222225]","[0.2222221703472251, 0.11111111048611112, 0.22222222097222225, 0.11111111048611112, 0.22222222097222225]","[0.22222221936507935, 0.22222223543650815, 0.22222222579365083, 0.22222221936507935, 0.22222222579365083]","[0.22222221936507935, 0.11111110968253968, 0.22222222579365083, 0.11111111289682542, 0.22222222579365083]","[0.22222221936507935, 0.22222223543650815, 0.22222222579365083, 0.22222221936507935, 0.22222222579365083]","[0.22222222097222225, 0.22222222097222225, 0.22222222097222225, 0.2222221703472251, 0.22222222659722218]","[0.22222221534722233, 0.11111111048611112, 0.22222222097222225, 0.11111111048611112, 0.22222222097222225]","[0.22222221936507935, 0.22222222579365083, 0.22222222579365083, 0.22222221936507935, 0.22222222579365083]"
E,r,E,342,r,E,E,r,E,r,r,E,r
E,r,E,343,r,E,E,r,E,r,r,E,r
E,r,E,344,r,E,E,r,E,r,r,E,r
E,r,E,345,r,E,E,r,E,r,r,E,r
E,r,E,346,r,E,E,r,E,r,r,E,r
"[0.22222221662222222, 0.22222221662222222, 0.22222221662222222, 0.11111110831111111, 0.22222221662222222]","[0.22222222722222199, 0.22222222972222216, 0.22222221972222236, 0.22222221972222236, 0.22222221972222236]","[0.22222221662222222, 0.11111111671111112, 0.22222221662222222, 0.11111111551111111, 0.22222221662222222]",347,"[0.22222222722222199, 0.22222222972222216, 0.22222221972222236, 0.22222221972222236, 0.22222221972222236]","[0.22222221972222236, 0.11111111361111099, 0.22222221597222205, 0.11111111486111108, 0.22222221972222236]","[0.22222221972222236, 0.22222221972222236, 0.11111111486111108, 0.11111110986111118, 0.22222221972222236]","[0.22222222742222217, 0.22222223102222222, 0.22222221662222222, 0.11111113351111121, 0.22222221662222222]","[0.22222221662222222, 0.22222221662222222, 0.11111111311111115, 0.11111110831111111, 0.22222221662222222]","[0.22222222742222217, 0.2222222262222223, 0.22222221662222222, 0.22222221662222222, 0.22222221662222222]","[0.22222222722222199, 0.22222222972222216, 0.22222221972222236, 0.22222221972222236, 0.22222221972222236]","[0.22222221972222236, 0.22222221972222236, 0.22222221597222205, 0.22222219847222272, 0.22222221972222236]","[0.22222223342222225, 0.22222223102222222, 0.22222221662222222, 0.22222221662222222, 0.22222221662222222]"
"[0.22222221222222288, 0.11111112111111045, 0.22222221222222288, 0.11111111111111116, 0.22222221222222288]","[0.2222222222222222, 0.2222222222222222, 0.22222223347222234, 0.2222222222222222, 0.2222222222222222]","[0.22222221222222288, 0.11111112111111045, 0.11111111111111116, 0.11111111111111116, 0.22222220222222233]",348,"[0.2222222222222222, 0.2222222222222222, 0.22222223347222234, 0.2222222222222222, 0.2222222222222222]","[0.2222222164444442, 0.1111111111111111, 0.1111111111111111, 0.11111111673611117, 0.2222222222222222]","[0.22222222222222218, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.2222222222222222]","[0.2222222422222209, 0.22222222222222232, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]","[0.22222221222222288, 0.11111112111111045, 0.22222221222222288, 0.11111111111111116, 0.22222221222222288]","[0.2222222422222209, 0.22222222222222232, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]","[0.2222222222222222, 0.2222222222222222, 0.22222223347222234, 0.2222222222222222, 0.2222222222222222]","[0.22222222222222218, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.2222222222222222]","[0.2222222422222209, 0.22222222222222232, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]"
"[0.22222222507936512, 0.22222222507936512, 0.11111111253968256, 0.11111110682539732, 0.22222221222222205]","[0.222222225079365, 0.222222225079365, 0.2222222365476192, 0.222222225079365, 0.222222225079365]","[0.22222222507936512, 0.22222222507936512, 0.11111111253968256, 0.11111110682539732, 0.11111111253968256]",349,"[0.222222225079365, 0.222222225079365, 0.2222222365476192, 0.222222225079365, 0.222222225079365]","[0.222222225079365, 0.222222225079365, 0.1111111125396825, 0.1111111125396825, 0.1111111125396825]","[0.222222225079365, 0.222222225079365, 0.1111111125396825, 0.08333333119047623, 0.22222221222222238]","[0.22222222507936512, 0.22222222507936512, 0.22222222507936512, 0.22222222507936512, 0.22222222507936512]","[0.22222222507936512, 0.22222222507936512, 0.11111111253968256, 0.08333333119047619, 0.22222221222222205]","[0.22222222507936512, 0.22222222507936512, 0.24999999357142857, 0.22222222507936512, 0.22222222507936512]","[0.222222225079365, 0.222222225079365, 0.24999999357142869, 0.222222225079365, 0.222222225079365]","[0.222222225079365, 0.222222225079365, 0.1111111125396825, 0.1111111125396825, 0.22222221222222238]","[0.22222222507936512, 0.22222222507936512, 0.22222222507936512, 0.22222222507936512, 0.22222222507936512]"
"[0.22222221267676726, 0.22222222494949512, 0.22222221267676726, 0.11111111247474756, 0.2222221908585824]","[0.22222222222222224, 0.22222223722222217, 0.22222222222222224, 0.2222221997222224, 0.22222222222222224]","[0.22222221267676726, 0.22222222494949512, 0.11111111974747576, 0.11111111247474756, 0.2222221908585824]",350,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518512, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.11111111861111109, 0.11111111111111112, 0.2222221997222224]","[0.18518519018518512, 0.22222222222222224, 0.2222222072222225, 0.11111111111111112, 0.18518519018518512]","[0.22222222494949512, 0.22222222494949512, 0.22222221267676726, 0.11111115883838793, 0.22222222494949512]","[0.18518518745791254, 0.22222222494949512, 0.22222221267676726, 0.11111110838383818, 0.18518518745791254]","[0.22222222494949512, 0.22222222494949512, 0.22222221676767637, 0.18518518745791254, 0.22222222494949512]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518512, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.2222222072222225, 0.18518515268518557, 0.2222221997222224]","[0.22222222494949512, 0.2222222394949515, 0.22222221267676726, 0.2222221908585824, 0.22222222494949512]"
"[0.22222222555555585, 0.22222222555555587, 0.2222222105555544, 0.11111111277777792, 0.22222219055555198]","[0.22222223222222226, 0.2222222322222222, 0.2777777677777778, 0.1388888838888889, 0.22222222222222204]","[0.22222222555555585, 0.22222222555555585, 0.2222222105555544, 0.11111111277777792, 0.1388888872222221]",351,"[0.22222223222222226, 0.2222222322222222, 0.22222223222222226, 0.1388888838888889, 0.22222222222222204]","[0.22222222222222204, 0.22222222222222204, 0.22222221722222277, 0.11111111611111113, 0.1388888838888889]","[0.22222223222222226, 0.2222222322222222, 0.1111111161111111, 0.11111111611111113, 0.22222218722222206]","[0.22222222555555585, 0.22222222555555587, 0.22222222555555587, 0.11111114777778186, 0.22222222555555587]","[0.22222222555555587, 0.22222222555555587, 0.11111111944444538, 0.11111111277777794, 0.22222219055555198]","[0.22222222555555587, 0.22222223888889076, 0.22222222555555587, 0.22222219055555198, 0.22222222555555587]","[0.22222223222222226, 0.2222222322222222, 0.22222223222222226, 0.22222218722222206, 0.22222223222222226]","[0.22222223222222226, 0.2222222322222222, 0.22222221722222277, 0.1388888338888896, 0.22222218722222206]","[0.22222222555555585, 0.22222222555555585, 0.2777777744444442, 0.1388888872222221, 0.22222222555555587]"
E,r,E,352,r,E,E,r,E,r,r,E,r
"[0.2222222179365075, 0.2222222179365075, 0.111111113968254, 0.11111110896825376, 0.22222221293650732]","[0.2222222242685185, 0.22222222357407426, 0.2222222242685185, 0.2222222242685185, 0.2222222242685185]","[0.2222222179365075, 0.11111111539682582, 0.111111113968254, 0.11111110896825376, 0.22222221293650732]",353,"[0.2222222242685185, 0.22222222357407426, 0.2222222242685185, 0.2222222242685185, 0.2222222242685185]","[0.2222222242685185, 0.11111111213425925, 0.11111110362037019, 0.11111111213425925, 0.2222222242685185]","[0.2222222242685185, 0.2222222154074073, 0.11111111178703713, 0.11111111178703713, 0.2222222242685185]","[0.22222222722222318, 0.222222227936508, 0.2222222179365075, 0.22222221293650732, 0.2222222179365075]","[0.2222222179365075, 0.2222222179365075, 0.111111113968254, 0.11111110896825376, 0.22222221293650732]","[0.22222222722222318, 0.222222227936508, 0.2222222179365075, 0.22222221293650732, 0.2222222179365075]","[0.2222222242685185, 0.22222222357407426, 0.2222222242685185, 0.2222222242685185, 0.2222222242685185]","[0.2222222242685185, 0.2222222154074073, 0.11111110362037019, 0.11111111178703713, 0.2222222242685185]","[0.22222223079365164, 0.222222227936508, 0.2222222179365075, 0.2222222179365075, 0.2222222179365075]"
E,r,E,354,r,E,E,r,E,r,r,E,r
E,r,E,355,r,E,E,r,E,r,r,E,r
E,r,E,356,r,E,E,r,E,r,r,E,r
E,r,E,357,r,E,E,r,E,r,r,E,r
"[0.2222222022222223, 0.2222222022222223, 0.2222222022222223, 0.11111110111111115, 0.2222222022222223]","[0.2222222243274854, 0.2222222180116959, 0.22222222222222224, 0.2222222243274854, 0.2222222243274854]","[0.2222222022222223, 0.2222222022222223, 0.111111131111111, 0.11111110111111115, 0.2222222022222223]",358,"[0.2222222243274854, 0.2222222243274854, 0.2222222243274854, 0.16666666824561405, 0.2222222243274854]","[0.2222222243274854, 0.2222222180116959, 0.11111110900584795, 0.11111111111111112, 0.22222221280117]","[0.2222222243274854, 0.2222222243274854, 0.22222221485380117, 0.1111111121637427, 0.16666666824561405]","[0.2222222022222223, 0.22222229222222192, 0.2222222022222223, 0.11111112111111018, 0.2222222022222223]","[0.2222222022222223, 0.2222222022222223, 0.2222222022222223, 0.11111110111111115, 0.16666665166666672]","[0.2222222022222223, 0.22222229222222192, 0.2222222022222223, 0.16666665166666672, 0.2222222022222223]","[0.2222222243274854, 0.2222222243274854, 0.2222222243274854, 0.16666666824561405, 0.2222222243274854]","[0.2222222243274854, 0.2222222243274854, 0.22222221485380117, 0.1666666472456143, 0.22222221280117]","[0.2222222022222223, 0.222222262222222, 0.2222222022222223, 0.2222222022222223, 0.2222222022222223]"
E,r,E,359,r,E,E,r,E,r,r,E,r
"[0.22222222222222224, 0.22222222222222224, 0.22222221222222305, 0.11111111111111112, 0.22222220222222394]","[0.22222222432748537, 0.25000001101830654, 0.22222222432748537, 0.22222220332062056, 0.22222222432748537]","[0.22222222222222224, 0.22222222222222224, 0.08333333833333291, 0.11111111111111112, 0.22222220222222394]",360,"[0.22222222432748537, 0.22222222432748537, 0.22222222432748537, 0.16666666824561402, 0.22222222432748537]","[0.22222222432748537, 0.22222222432748537, 0.0833333370061022, 0.11111111216374268, 0.22222220332062056]","[0.22222222432748537, 0.22222222432748537, 0.22222221485380106, 0.11111111216374268, 0.16666666824561402]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111114111110862, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.22222221222222305, 0.11111111111111112, 0.16666666666666669]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.16666666666666669, 0.22222222222222224]","[0.22222222432748537, 0.22222222432748537, 0.22222222432748537, 0.16666666824561402, 0.22222222432748537]","[0.22222222432748537, 0.22222222432748537, 0.22222221485380106, 0.16666663776506485, 0.22222220332062056]","[0.22222222222222224, 0.25000001499999874, 0.22222222222222224, 0.22222220222222394, 0.22222222222222224]"
E,r,E,361,r,E,E,r,E,r,r,E,r
"[0.20000001600000072, 0.23999998000000056, 0.15999993399999923, 0.15999993399999923, 0.20000001600000072]",r,"[0.20000001600000072, 0.23999998000000056, 0.08000000599999954, 0.10000000800000036, 0.11999999000000028]",362,r,E,E,"[0.20000001600000072, 0.24000001799999862, 0.20000001600000072, 0.20000001600000072, 0.20000001600000072]","[0.20000001600000072, 0.20000001600000072, 0.1499999819999992, 0.09999998799999947, 0.20000001600000072]","[0.20000001600000072, 0.2999999639999984, 0.20000001600000072, 0.20000001600000072, 0.20000001600000072]",r,E,"[0.23999998000000056, 0.24000001799999862, 0.20000001600000072, 0.20000001600000072, 0.23999998000000056]"
