Trial,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,entani論文のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,entani論文のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ
404,"[0.21052632245613953, 0.29629634629629514, 0.07407408657407577, 0.05263158061403509, 0.055555578412696004]","[0.3333333161904777, 0.3333333161904775, 0.15789474184210509, 0.22222221079365054, 0.157894710175439]","[0.22222221079365156, 0.3333333161904775, 0.08333332904761938, 0.11111110539682584, 0.055555578412696004]","[0.3333333161904777, 0.3333333161904775, 0.11111115682539326, 0.2222222107936518, 0.1111111053968259]","[0.22222219222222314, 0.29629634629629475, 0.07407408657407577, 0.1481481731481475, 0.07407408657407313]","[0.29629634629629453, 0.29629634629629475, 0.1481481731481475, 0.22222219222222306, 0.11111109611111157]","[0.21052632245613953, 0.31578948368421034, 0.15789471017544082, 0.05263158061403509, 0.10526316122806977]","[0.3157894836842104, 0.31578948368421056, 0.15789474184210509, 0.21052632245613953, 0.157894710175439]",E,r,E,r,E,r,E,r,"[0.21052632245614028, 0.29629634629629803, 0.11111115682539582, 0.2105263224561403, 0.10526316122807015]","[0.23976604329991716, 0.33333331619047657, 0.15789471017543882, 0.2105263224561403, 0.10526316122807015]","[0.22222221079365104, 0.33333331619047657, 0.08333332904761914, 0.11111110539682552, 0.05555557841269791]","[0.33333331619047657, 0.33333331619047657, 0.11111115682539582, 0.22222221079365104, 0.11111110539682552]","[0.22222219222222114, 0.2962962787962957, 0.07407408657407451, 0.14814817314814901, 0.07407408657407451]","[0.2962962787962957, 0.29629634629629803, 0.14814817314814901, 0.22222219222222117, 0.11111109611111057]","[0.2105263224561403, 0.31578948368421045, 0.15789471017543882, 0.05263158061403508, 0.10526316122807015]","[0.31578948368421045, 0.31578948368421045, 0.15789474184210522, 0.2105263224561403, 0.15789471017543882]","[[0.23976604329991716, 0.33333331619047657, 0.11111115682539582, 0.2105263224561403, 0.10526316122807015], [0.23976604329991716, 0.29629634629629803, 0.14814812671957447, 0.2105263224561403, 0.10526316122807015], [0.21052632245614028, 0.31578948368421045, 0.15789471017543882, 0.2105263224561403, 0.10526316122807015]]"
405,"[0.21052647828947935, 0.3000000099999992, 0.05000000166666654, 0.10000000333333309, 0.052631614989037484]","[0.31578936118420886, 0.31578954618420935, 0.15789444309209597, 0.21052647828947935, 0.15789468059210357]","[0.21052647828947935, 0.3157893611842083, 0.07894738654605231, 0.10526318206140312, 0.052631614989037484]","[0.3157893611842083, 0.31578954618420935, 0.10526322997807529, 0.21052647828947935, 0.15789468059210415]","[0.21052647828947935, 0.30000000999999926, 0.05000000166666679, 0.10000000333333309, 0.14999997166666867]","[0.30000000999999993, 0.30000000999999926, 0.14999997166666773, 0.21052647828947935, 0.15000000499999996]","[0.21052647828947935, 0.31578936118420575, 0.05263156019736762, 0.15789444309209713, 0.06315787223684097]","[0.31578936118420886, 0.31578936118420575, 0.15789444309209597, 0.21052647828947935, 0.10526323914473817]",E,r,E,r,E,r,E,r,"[0.3000000099999994, 0.3000000099999994, 0.07894745842106043, 0.1710525499122723, 0.10526323914473702]","[0.3000000099999994, 0.31578936118421025, 0.07894745842106043, 0.199999931249993, 0.14999997166666856]","[0.2105261757894614, 0.31578907368417597, 0.07894745842106043, 0.10526327789474725, 0.052631638947373625]","[0.3157890736841759, 0.31578983368424174, 0.10526327789474725, 0.2105261757894614, 0.15789453684208798]","[0.20000000666666623, 0.3000000099999994, 0.050000001666666564, 0.10000000333333313, 0.14999997166666856]","[0.3000000099999994, 0.3000000099999994, 0.14999997166666856, 0.20000000666666623, 0.1500000049999997]","[0.21052647828947404, 0.31578936118421025, 0.05263156019736837, 0.15789444309210474, 0.06315787223684205]","[0.31578936118421025, 0.31578936118421025, 0.15789444309210474, 0.21052647828947404, 0.10526323914473702]","[[0.3000000099999994, 0.31578907368417597, 0.07894745842106043, 0.1710525499122723, 0.13421090798249197], [0.3000000099999994, 0.3000000099999994, 0.07894745842106043, 0.1710525499122723, 0.14999997166666856], [0.3000000099999994, 0.31578936118421025, 0.07894745842106043, 0.199999931249993, 0.10526323914473702]]"
406,"[0.18918916565977684, 0.294117883725523, 0.10526316481781381, 0.06486487545310007, 0.05405406287758352]","[0.32432426844196843, 0.35294091647055076, 0.11764702882352657, 0.23529405764704883, 0.18918916565978017]","[0.2352940576470488, 0.294117883725523, 0.11764697215685026, 0.08823522911763769, 0.11764702882352518]","[0.29411788372552344, 0.35294091647055076, 0.11764702882352657, 0.23529405764704875, 0.1470589418627615]","[0.2105263077125505, 0.3157894506072859, 0.10526316481781381, 0.10526316481781456, 0.10526315020242868]","[0.3157894506072859, 0.31578949445344134, 0.10526316481781482, 0.2105263077125505, 0.15789472530364326]","[0.18918916565977684, 0.32432426844196843, 0.10810812575516668, 0.06486487545310013, 0.05405406287758352]","[0.32432426844196843, 0.3243243772655007, 0.10810812575516704, 0.18918916565977684, 0.18918916565978017]",E,r,E,r,E,r,E,r,"[0.2607314113195579, 0.31478542204028104, 0.10526316481781367, 0.18918916565977706, 0.11764702882352732]","[0.272111146245441, 0.3243242684419705, 0.11764697215685672, 0.18918916565977706, 0.11764702882352732]","[0.23529405764705463, 0.2941178837255067, 0.11764697215685672, 0.08823522911764255, 0.11764702882352732]","[0.2941178837255067, 0.3529409164705702, 0.11764702882352732, 0.23529405764705463, 0.14705894186275334]","[0.21052630771255068, 0.31578945060728775, 0.10526316481781367, 0.10526316481781367, 0.10526315020242925]","[0.31578945060728775, 0.315789494453441, 0.10526316481781367, 0.21052630771255068, 0.15789472530364387]","[0.18918916565977706, 0.3243242684419705, 0.1081081257551672, 0.06486487545310032, 0.0540540628775836]","[0.3243242684419705, 0.3243243772655016, 0.1081081257551672, 0.18918916565977706, 0.18918916565977706]","[[0.2607314113195579, 0.31478542204028104, 0.11764697215685672, 0.18918916565977706, 0.11764702882352732], [0.272111146245441, 0.315789494453441, 0.10526316481781367, 0.18918916565977706, 0.11764702882352732], [0.2607314113195579, 0.3243242684419705, 0.1081081257551672, 0.18918916565977706, 0.11764702882352732]]"
407,"[0.1833333336274508, 0.3000000052941206, 0.10958904454417144, 0.05882352541176409, 0.05882355941177137]","[0.3529411524705835, 0.35294115247058455, 0.1499999938235276, 0.22465747838448952, 0.18333333362745105]","[0.2058823389411733, 0.3529411524705835, 0.11764705082352818, 0.05882352541176409, 0.05882355941177137]","[0.3529411524705835, 0.35294115247058455, 0.11764711882354274, 0.2058823389411733, 0.11764705082352785]","[0.22465747838448955, 0.3287671336325022, 0.10958904454416929, 0.0657534267265011, 0.11232873919224272]","[0.3287671336325014, 0.32876713363250465, 0.11232873919224284, 0.22465747838448952, 0.16438356681625108]","[0.1833333336274508, 0.30000000529411874, 0.1499999938235276, 0.10000000176470614, 0.14999999382353035]","[0.3000000052941191, 0.30000000529411874, 0.1499999938235276, 0.18333333362745083, 0.18333333362745105]",E,r,E,r,E,r,E,r,"[0.2999999700000005, 0.2999999700000005, 0.11232880212328902, 0.10000008999999857, 0.1176470508235291]","[0.3117645878823533, 0.35294115247058727, 0.14999998500000025, 0.10000008999999857, 0.14999998500000025]","[0.2058823389411759, 0.35294115247058727, 0.1176470508235291, 0.05882352541176455, 0.05882355941176591]","[0.35294115247058727, 0.35294115247058727, 0.11764711882353182, 0.2058823389411759, 0.1176470508235291]","[0.22465760424657805, 0.3287668399543268, 0.109589149429228, 0.0657534896575368, 0.11232880212328902]","[0.3287668399543268, 0.328767448287684, 0.11232880212328902, 0.22465760424657805, 0.1643834199771634]","[0.18333334833333306, 0.2999999700000005, 0.14999998500000025, 0.09999999000000016, 0.14999998500000025]","[0.2999999700000005, 0.2999999700000005, 0.14999998500000025, 0.18333334833333306, 0.18333334833333306]","[[0.3117645878823533, 0.35294115247058727, 0.11764711882353182, 0.10000008999999857, 0.1176470508235291], [0.3117645878823533, 0.328767448287684, 0.11232880212328902, 0.10000008999999857, 0.14713907170667517], [0.2999999700000005, 0.2999999700000005, 0.14999998500000025, 0.10000008999999857, 0.14999998500000025]]"
408,"[0.16849831849817226, 0.2857142990476178, 0.11627907379970193, 0.06976744427982112, 0.06593400593406434]","[0.3488371867216749, 0.3488372213991051, 0.16483501483516552, 0.2142857009523809, 0.16849831849816704]","[0.16849831849817226, 0.3296700296703217, 0.16483501483516072, 0.109890009890107, 0.06593400593406434]","[0.32967002967032544, 0.3296700296703217, 0.16483501483516072, 0.16849831849817293, 0.16849831849817226]","[0.2142857009523809, 0.285714299047618, 0.14285714952380973, 0.142857149523809, 0.0714285747619067]","[0.28571429904761947, 0.285714299047618, 0.1428571495238134, 0.2142857009523809, 0.1428571495238068]","[0.21395349579144876, 0.3488371867216749, 0.11627907379970182, 0.06976744427982103, 0.10697674789572445]","[0.3488371867216749, 0.3488372213991051, 0.11627907379970182, 0.21395349579144876, 0.11627907379969715]",E,r,E,r,E,r,E,r,"[0.28571426793650834, 0.28571429904761875, 0.11627907379969993, 0.1421927236463875, 0.07758796391164269]","[0.28571426793650834, 0.3488371867216803, 0.1648350148351538, 0.17873753559633962, 0.10697674789572395]","[0.16849831849817953, 0.3296700296703076, 0.1648350148351538, 0.10989000989010254, 0.06593400593406153]","[0.3296700296703076, 0.3296700296703076, 0.1648350148351538, 0.16849831849817953, 0.16849831849817953]","[0.21428570873015884, 0.28571426793650834, 0.14285713396825417, 0.14285714952380937, 0.07142857476190469]","[0.28571426793650834, 0.28571429904761875, 0.14285714952380937, 0.21428570873015884, 0.14285713396825417]","[0.2139534957914479, 0.3488371867216803, 0.11627907379969993, 0.06976744427981998, 0.10697674789572395]","[0.3488371867216803, 0.3488372213990999, 0.11627907379969993, 0.2139534957914479, 0.11627907379969997]","[[0.28571426793650834, 0.3296700296703076, 0.1648350148351538, 0.1421927236463875, 0.07758796391164269], [0.28571426793650834, 0.28571429904761875, 0.14285714952380937, 0.17873753559633962, 0.10697674789572395], [0.28571426793650834, 0.3488371867216803, 0.11627907379969993, 0.1421927236463875, 0.10697674789572395]]"
409,"[0.1891891799584198, 0.29629638201058817, 0.08108106492723516, 0.10526316233918079, 0.054054100207899344]","[0.32432425970894074, 0.32432425970894063, 0.15789473144528055, 0.22222217079364714, 0.1891891799584198]","[0.1891891799584198, 0.32432425970894063, 0.08108106492723516, 0.10810808656964688, 0.054054100207899344]","[0.32432425970894074, 0.32432425970894063, 0.10810820041579913, 0.1891891799584207, 0.1891891799584198]","[0.22222217079364714, 0.29629638201058817, 0.09876546067019612, 0.148148191005294, 0.07407409550264704]","[0.2962963820105883, 0.29629638201058817, 0.1481481910052942, 0.22222217079364714, 0.11111108539682335]","[0.21052631261487054, 0.3157894628905611, 0.15789473144528055, 0.10526316233918079, 0.07894736572264029]","[0.3157894628905611, 0.3157894870175424, 0.15789473144528057, 0.21052631261487098, 0.10526315630743527]",E,r,E,r,E,r,E,r,"[0.2581792559134892, 0.2962963820105869, 0.1081082004158075, 0.18918917995841925, 0.07894737022828151]","[0.299430989688557, 0.32432425970893475, 0.1578947312999367, 0.18918917995841925, 0.07894737022828151]","[0.18918917995841925, 0.32432425970893475, 0.08108106492723369, 0.10810808656964492, 0.05405410020790375]","[0.32432425970893475, 0.32432425970893475, 0.1081082004158075, 0.18918917995841925, 0.18918917995841925]","[0.22222217079364787, 0.2962961505820023, 0.09876546067019563, 0.14814819100529344, 0.07407409550264672]","[0.2962961505820023, 0.2962963820105869, 0.14814819100529344, 0.22222217079364787, 0.11111108539682393]","[0.2105263114521244, 0.3157894625998734, 0.1578947312999367, 0.10526316030437534, 0.07894737022828151]","[0.3157894625998734, 0.31578948091312603, 0.15789474045656302, 0.2105263114521244, 0.1052631557260622]","[[0.299430989688557, 0.32432425970893475, 0.1081082004158075, 0.18918917995841925, 0.07894737022828151], [0.2962961505820023, 0.2962963820105869, 0.13927091722071014, 0.18918917995841925, 0.07894737022828151], [0.2581792559134892, 0.3157894625998734, 0.1578947312999367, 0.18918917995841925, 0.07894737022828151]]"
410,"[0.17948719948718048, 0.2962963820105671, 0.098765460670189, 0.07692309358974438, 0.07407409550264175]","[0.3076922676923054, 0.30769237435897745, 0.15384613384615442, 0.222222170793659, 0.1794871994871796]","[0.222222170793659, 0.296296382010567, 0.098765460670189, 0.14814819100528398, 0.07407409550264175]","[0.2962963820105671, 0.296296382010567, 0.1481481910052856, 0.222222170793659, 0.1111110853968295]","[0.1794871994871796, 0.3076922676923054, 0.1538461338461527, 0.15384613384615442, 0.07692306692307721]","[0.3076922676923054, 0.3076922676923075, 0.15384613384615442, 0.17948719948717884, 0.1794871994871796]","[0.19230768064102552, 0.3076922676923054, 0.15384613384615375, 0.07692309358974436, 0.07692309358974468]","[0.30769226769230706, 0.30769237435897745, 0.15384613384615442, 0.1923076806410261, 0.15384613051281662]",E,r,E,r,E,r,E,r,"[0.2820512987179488, 0.2962963820105748, 0.1481481910052874, 0.17948719948717992, 0.07692309025641048]","[0.29629615058202274, 0.3076922743589739, 0.15384613384615345, 0.18233618614570463, 0.07692309025641048]","[0.22222217079365514, 0.29629615058202274, 0.0987654606701916, 0.1481481910052874, 0.0740740955026437]","[0.29629615058202274, 0.2962963820105748, 0.1481481910052874, 0.22222217079365514, 0.11111108539682757]","[0.17948719948717992, 0.3076922676923069, 0.15384613384615345, 0.15384613384615345, 0.07692306692307672]","[0.3076922676923069, 0.3076922676923069, 0.15384613384615345, 0.17948719948717992, 0.17948719948717992]","[0.19230768230769213, 0.3076922743589739, 0.15384613717948692, 0.07692309025641048, 0.07692309025641048]","[0.30769227435897384, 0.3076923610256419, 0.15384613717948695, 0.19230768230769213, 0.15384613717948692]","[[0.29629615058202274, 0.2962963820105748, 0.1481481910052874, 0.18233618614570463, 0.07692309025641048], [0.28205130871794926, 0.3076922676923069, 0.15384613384615345, 0.17948719948717992, 0.07692309025641048], [0.2820512987179488, 0.3076922743589739, 0.15384613717948692, 0.17948719948717992, 0.07692309025641048]]"
411,"[0.21052633923775033, 0.28571429771428597, 0.04761904961904757, 0.10526315651542643, 0.07142857542857048]","[0.3157894695462797, 0.3157894695462793, 0.15789473477313937, 0.23809520609523782, 0.14285714885714287]","[0.21052633923775033, 0.3157894695462793, 0.15789473477313937, 0.10526315651542643, 0.07894736738656952]","[0.3157894695462797, 0.3157894695462793, 0.15789473477313937, 0.21052633923775033, 0.10526316961887516]","[0.23809520609523782, 0.2857142977142854, 0.04761904961904757, 0.1428571488571433, 0.1428571488571427]","[0.28571429771428575, 0.2857142977142854, 0.1428571488571429, 0.23809520609523782, 0.14285714885714287]","[0.2142857012857155, 0.2857142977142855, 0.14285714885714257, 0.14285714885714199, 0.07142857542857048]","[0.2857142977142855, 0.2857142977142859, 0.14285715085714107, 0.21428570128571472, 0.1428571488571433]",E,r,E,r,E,r,E,r,"[0.285714255714287, 0.28571429771428514, 0.14285714885714257, 0.14285714885714257, 0.09774440290225456]","[0.285714255714287, 0.31578946168421057, 0.15789473084210529, 0.14285714885714257, 0.14285714885714257]","[0.2105263077894736, 0.31578946168421057, 0.15789473084210529, 0.10526315389473685, 0.0789473844210527]","[0.31578946168421057, 0.31578946168421057, 0.1578947688421054, 0.2105263077894736, 0.1052631538947368]","[0.23809520609523965, 0.28571429771428514, 0.04761904961904752, 0.14285714885714257, 0.14285714885714257]","[0.28571429771428514, 0.28571429771428514, 0.14285714885714257, 0.23809520609523965, 0.14285714885714257]","[0.21428570873015884, 0.28571426793650834, 0.14285713396825417, 0.1428571495238094, 0.07142857476190469]","[0.28571426793650834, 0.2857142990476188, 0.14285714952380937, 0.21428570873015884, 0.14285713396825417]","[[0.285714255714287, 0.31578946168421057, 0.15789473084210529, 0.14285714885714257, 0.09774440290225456], [0.285714255714287, 0.28571429771428514, 0.14285714885714257, 0.14285714885714257, 0.14285714885714257], [0.285714255714287, 0.28571429771428514, 0.14285714952380937, 0.14285714885714257, 0.1428571481904759]]"
412,"[0.2105263392377562, 0.2686568592751398, 0.05970147110872878, 0.10526315651542718, 0.0789473673865704]","[0.31578946954627657, 0.3157894695462816, 0.15789473477314078, 0.2686566678464473, 0.13432842963756986]","[0.22222221931899597, 0.2962962924253285, 0.07407407310633231, 0.1481481462126646, 0.09876543080844308]","[0.29629629242532785, 0.29629629242532923, 0.1481481462126646, 0.22222221931899597, 0.11111112272401467]","[0.2105263392377555, 0.31578946954627696, 0.15789473477314078, 0.10526315651542721, 0.0789473673865704]","[0.31578946954627657, 0.3157894695462816, 0.15789473477314078, 0.21052633923775543, 0.1052631696188738]","[0.2686566678464473, 0.2686568592751398, 0.05970147110872858, 0.14925367777182336, 0.13432833392323054]","[0.2686568592751398, 0.2985073555436429, 0.1492536777718235, 0.2686566678464473, 0.1343284296375699]",E,r,E,r,E,r,E,r,"[0.26865666784648184, 0.296296382010586, 0.148148191005293, 0.1525704252143982, 0.10508871303930983]","[0.2918739163728986, 0.3157894625998734, 0.1578947312999367, 0.1525704252143982, 0.13432833392324092]","[0.2222221707936484, 0.29629626629629496, 0.0740740955026465, 0.148148191005293, 0.09876546067019533]","[0.29629626629629496, 0.296296382010586, 0.148148191005293, 0.2222221707936484, 0.1111110853968242]","[0.2105263114521244, 0.3157894625998734, 0.1578947312999367, 0.10526316030437534, 0.07894737022828151]","[0.3157894625998734, 0.31578948091312603, 0.15789474045656302, 0.2105263114521244, 0.1052631557260622]","[0.26865666784648184, 0.26865685927505334, 0.059701471108742, 0.149253677771855, 0.13432833392324092]","[0.26865685927505334, 0.29850735554371, 0.149253677771855, 0.26865666784648184, 0.13432842963752667]","[[0.2918739163728986, 0.296296382010586, 0.148148191005293, 0.1525704252143982, 0.1111110853968242], [0.26865666784648184, 0.3157894625998734, 0.1578947312999367, 0.1525704252143982, 0.10508871303930983], [0.26865666784648184, 0.296296382010586, 0.148148191005293, 0.1525704252143982, 0.13432833392324092]]"
413,"[0.22857142857142856, 0.2857142857142857, 0.05714285714285714, 0.14285714285714285, 0.07142857142857142]","[0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.22857142857142856, 0.14285714285714285]","[0.22857142857142856, 0.2857142857142857, 0.05714285714285714, 0.14285714285714285, 0.07142857142857142]","[0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.22857142857142856, 0.14285714285714285]","[0.22857140857142855, 0.2857142857142857, 0.14285714285714282, 0.14285714285714285, 0.11428570428571427]","[0.2857142857142857, 0.2857142857142857, 0.14285714285714282, 0.22857140857142855, 0.14285714285714285]","[0.22857142857142856, 0.2857142857142857, 0.14285713285714316, 0.14285714285714285, 0.07142857142857142]","[0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.22857142857142856, 0.14285714285714285]","[0.22857142857142854, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.11428570428571433]","[0.2857142857142857, 0.2857142857142857, 0.14285716285714245, 0.22857142857142854, 0.14285714285714285]","[0.22857142857142854, 0.2857142857142857, 0.05714285714285714, 0.14285714285714285, 0.07142858142857123]","[0.2857142857142857, 0.2857142857142857, 0.14285716285714245, 0.22857142857142854, 0.14285714285714285]","[0.22857142857142854, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.11428570428571433]","[0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.22857142857142854, 0.14285714285714285]","[0.22857142857142854, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.07142858142857123]","[0.2857142857142857, 0.2857142857142857, 0.14285716285714245, 0.22857142857142854, 0.14285714285714285]","[0.24285715841269812, 0.28571428571428575, 0.14285714285714285, 0.21428570873015884, 0.11428570428571433]","[0.24285715841269812, 0.28571428571428575, 0.14285714285714285, 0.21428570873015884, 0.11428570428571433]","[0.22857141488721816, 0.28571428571428575, 0.05714286030075183, 0.14285713759398502, 0.07142856879699251]","[0.28571428571428575, 0.28571430150375915, 0.14285713759398502, 0.22857141488721816, 0.14285713759398502]","[0.22857140857142866, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.11428570428571433]","[0.28571428571428575, 0.2857142857142857, 0.14285714285714285, 0.22857140857142866, 0.14285714285714285]","[0.21428570873015884, 0.28571426793650834, 0.14285713396825417, 0.14285714952380937, 0.07142857476190469]","[0.28571426793650834, 0.28571429904761875, 0.14285714952380937, 0.21428570873015884, 0.14285713396825417]","[[0.24285715841269812, 0.28571428571428575, 0.14285714285714285, 0.21428570873015884, 0.11428570428571433], [0.24285715841269812, 0.28571428571428575, 0.14285714285714285, 0.21428570873015884, 0.11428570428571433], [0.24285715841269812, 0.28571428571428575, 0.1428571428571429, 0.21428570873015884, 0.11428570428571433]]"
