Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
764,E,"[0.26666664484848507, 0.13333332242424253, 0.266666621425508, 0.20000000636363638, 0.13333332242424253]",r,"[0.26666664484848507, 0.20000000636363638, 0.2666666925757574, 0.26666664484848507, 0.13333332242424253]",E,"[0.26666664484848507, 0.06666666121212127, 0.2555555551010101, 0.1333333633333331, 0.08888888161616168]",r,"[0.26666664484848507, 0.2555555551010101, 0.2666667266666662, 0.26666664484848507, 0.13333332242424253]",E,"[0.26666664484848507, 0.13333332242424253, 0.266666621425508, 0.1333333462878787, 0.04444444876262624]",r,"[0.26666664484848507, 0.266666621425508, 0.2666666925757574, 0.26666664484848507, 0.13333332242424253]",E,"[0.26666664484848507, 0.06666666803030304, 0.20000000636363638, 0.20000000636363638, 0.13333332242424253]",r,"[0.26666667212121214, 0.20000000636363638, 0.2666666925757574, 0.26666664484848507, 0.13333332242424253]"
765,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
766,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
767,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
768,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
769,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
770,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
771,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
772,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
773,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
774,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
775,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
776,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
777,E,"[0.23076922795673083, 0.23076918874519223, 0.23076922795673083, 0.23076922795673083, 0.11538460929807692]",r,"[0.23076925233173037, 0.23076922795673083, 0.23076922795673083, 0.23076922795673083, 0.11538463225961564]",E,"[0.23076922795673083, 0.1410256372756409, 0.23076922795673083, 0.23076922795673083, 0.07692307598557693]",r,"[0.2820512745512818, 0.23076923201923075, 0.23076922795673083, 0.23076922795673083, 0.11538463225961564]",E,"[0.23076922795673083, 0.11538462616586519, 0.23076922795673083, 0.11538461397836541, 0.11538460929807692]",r,"[0.23076925233173037, 0.23076923201923075, 0.23076922795673083, 0.23076922795673083, 0.23076922795673083]",E,"[0.23076922795673083, 0.07692308411057679, 0.23076922795673083, 0.23076922795673083, 0.07692307598557693]",r,"[0.23076925233173037, 0.23076922795673083, 0.23076922795673083, 0.23076923201923075, 0.23076922795673083]"
778,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
779,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
780,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
781,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
782,"[0.2307692307692307, 0.17948714448717884, 0.23076923076923073, 0.2307692307692307, 0.0769230769230769]","[0.23076923076923078, 0.1538461488461539, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.2820513020512826, 0.23076923076923078, 0.23076923076923073, 0.2307692307692307, 0.07692309192307713]","[0.2820513094197039, 0.20512824249662673, 0.23076923076923078, 0.23076923076923078, 0.07692309192307666]","[0.23076923076923078, 0.15384614884615377, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.23076923076923078, 0.1538461488461539, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.30769229769230755, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.07692309192307713]","[0.3076922976923078, 0.2307692307692308, 0.23076923076923078, 0.23076923076923078, 0.07692309192307666]","[0.2307692307692307, 0.10576923243589748, 0.23076921743589732, 0.2307692307692307, 0.0769230769230769]","[0.23076923076923078, 0.10576923076923077, 0.23076923076923078, 0.23076919076923116, 0.07692307692307693]","[0.3173076973076924, 0.23076923076923078, 0.2307692307692307, 0.2307692307692307, 0.11538460871794866]","[0.31730769230769235, 0.23076919076923116, 0.23076923076923078, 0.23076923076923078, 0.11538461538461539]","[0.2307692307692307, 0.1410256510256413, 0.23076923076923073, 0.2307692307692307, 0.0769230769230769]","[0.23076923076923078, 0.14102565470985196, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.2820513020512826, 0.23076923076923078, 0.23076923076923073, 0.2307692307692307, 0.11538461538461535]","[0.2820513094197039, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.11538461538461539]"
783,E,"[0.23999999647058787, 0.11999999823529393, 0.23999999647058787, 0.23999999647058787, 0.07999991549021951]",r,"[0.23999999647058787, 0.16000009568625195, 0.24000001117647143, 0.23999999647058787, 0.11999999823529393]",E,"[0.23999999647058787, 0.11999999823529393, 0.23999999647058787, 0.15999983098043902, 0.07999991549021951]",r,"[0.23999999647058787, 0.23999999647058787, 0.31999966196087803, 0.23999999647058787, 0.11999999823529393]",E,"[0.23999999647058787, 0.06666666568627447, 0.2333333314052295, 0.2333333314052295, 0.05999999911764697]",r,"[0.33333332843137237, 0.2333333314052295, 0.24000001117647143, 0.23999999647058787, 0.11999999823529393]",E,"[0.20000000441176516, 0.11999999823529393, 0.23999999647058787, 0.23999999647058787, 0.03999999941176464]",r,"[0.23999999647058787, 0.23999999647058787, 0.24000001117647143, 0.23999999647058787, 0.20000000441176516]"
784,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
785,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
786,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
787,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
788,E,"[0.23076922876923076, 0.1410256340256409, 0.23076919343269287, 0.23076922876923076, 0.11538461438461538]",r,"[0.23076922876923076, 0.14102569536217915, 0.23076925476923124, 0.23076922876923076, 0.11538461438461538]",E,"[0.23076922876923076, 0.1410256340256409, 0.23076922876923076, 0.23076922876923076, 0.07692308492307708]",r,"[0.2820512680512818, 0.23076922876923076, 0.23076925476923124, 0.23076922876923076, 0.11538461438461538]",E,"[0.23076922876923076, 0.11538461438461538, 0.23076919343269287, 0.11538462738461562, 0.07692307625641026]",r,"[0.23076922876923076, 0.23076919343269287, 0.23076925476923124, 0.23076922876923076, 0.23076925306730656]",E,"[0.23076922876923076, 0.11538461438461538, 0.23076919343269287, 0.17307692157692306, 0.11538461438461538]",r,"[0.23076922876923076, 0.23076919343269287, 0.3461538431538461, 0.23076922876923076, 0.11538461438461538]"
789,"[0.27027009027027465, 0.09009003009009155, 0.21509001509009112, 0.21509001509009112, 0.09009003009009155]","[0.27027009027027143, 0.09009003009009046, 0.21509002342342376, 0.21509002342342376, 0.09009003009009046]","[0.27027009027027465, 0.20945984945945162, 0.26604743604729414, 0.26604743604729414, 0.10754500754504556]","[0.27027009027027143, 0.20945985945945736, 0.26604744729729657, 0.26604744729729657, 0.10754501171171188]","[0.2702700902702727, 0.05405412905405306, 0.21321329321321214, 0.21321329321321214, 0.09009003009009091]","[0.27027009027027143, 0.05405412905405358, 0.2132132932132124, 0.2132132932132124, 0.09009003009009046]","[0.2702706452702653, 0.21321329321321214, 0.2702700902702727, 0.2702700902702727, 0.13513504513513636]","[0.2702706452702679, 0.2132132932132124, 0.27027009027027143, 0.27027009027027143, 0.13513504513513572]","[0.27027009027027465, 0.05405412905405223, 0.21321329321321128, 0.21321329321321128, 0.09009003009009155]","[0.27027009027027143, 0.05405412905405359, 0.21321329321321272, 0.21321329321321272, 0.09009003009009046]","[0.2702706452702611, 0.21321329321321128, 0.27027009027027465, 0.27027009027027465, 0.13513504513513733]","[0.27027064527026795, 0.21321329321321272, 0.27027009027027143, 0.27027009027027143, 0.13513504513513572]","[0.26604743604729414, 0.09009003009009155, 0.21509001509009112, 0.21509001509009112, 0.08868247868243138]","[0.26604744729729657, 0.09009003009009046, 0.21509002342342376, 0.21509002342342376, 0.08868248243243218]","[0.27027009027027465, 0.21509001509009112, 0.26604743604729414, 0.26604743604729414, 0.10754500754504556]","[0.27027009027027143, 0.21509002342342376, 0.26604744729729657, 0.26604744729729657, 0.10754501171171188]"
790,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
791,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
792,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
793,E,"[0.27272726778101786, 0.13636363389050893, 0.27272726778101786, 0.13636363389050893, 0.04545454030078254]",r,"[0.27272727901384536, 0.27272727901384536, 0.27272726778101786, 0.2727272740710279, 0.13636363389050893]",E,"[0.27272726778101786, 0.09090909300461512, 0.27272726778101786, 0.13636363389050893, 0.04545454030078254]",r,"[0.27272727901384536, 0.27272727901384536, 0.27272726778101786, 0.2727272740710279, 0.13636363389050893]",E,"[0.27272726778101786, 0.13636363389050893, 0.27272726778101786, 0.13636363389050893, 0.04545454030078254]",r,"[0.27272727901384536, 0.27272727901384536, 0.27272726778101786, 0.27272726778101786, 0.13636363389050893]",E,"[0.27272726778101786, 0.13636363389050893, 0.27272726778101786, 0.13636363389050893, 0.03896103825443112]",r,"[0.27272727901384536, 0.27272727901384536, 0.27272726778101786, 0.2727272740710279, 0.13636363389050893]"
794,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
795,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
796,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
797,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
798,"[0.23076922476922967, 0.17307690474359072, 0.23076922076923134, 0.23076922076923134, 0.11538459538461542]","[0.23076922505494504, 0.13461538747252746, 0.23076922505494504, 0.23076922505494504, 0.11538459752747221]","[0.23076926410256227, 0.1923077383076922, 0.23076922076923134, 0.23076922076923134, 0.13461538961538433]","[0.23076926154617294, 0.15384621390881026, 0.23076922505494504, 0.23076922505494504, 0.13461538747252746]","[0.23076922476922967, 0.13461538861538475, 0.23076922076923134, 0.23076922076923134, 0.07692307492307655]","[0.23076922505494504, 0.13461538747252746, 0.23076922505494504, 0.23076922505494504, 0.07692307501831501]","[0.2692307772307695, 0.23076922076923134, 0.23076922476922967, 0.23076922076923134, 0.13461538861538475]","[0.26923077494505493, 0.23076922505494504, 0.23076922505494504, 0.23076922505494504, 0.13461538747252746]","[0.23076922076923134, 0.13461538961538433, 0.21794872794871775, 0.21794872794871775, 0.11538459538461542]","[0.23076922505494504, 0.1346153874725275, 0.2179487258058609, 0.2179487258058609, 0.11538459752747221]","[0.26923077923076866, 0.21794872794871775, 0.23076922076923134, 0.23076922076923134, 0.13461538961538433]","[0.269230774945055, 0.2179487258058609, 0.23076922505494504, 0.23076922505494504, 0.1346153874725275]","[0.19230766230769392, 0.11538463205128113, 0.23076922076923134, 0.23076922076923134, 0.07692307358974378]","[0.21153845955851175, 0.11538463077308647, 0.23076922505494504, 0.23076922505494504, 0.07692307501831501]","[0.23076926410256227, 0.23076922076923134, 0.23076922076923134, 0.23076922076923134, 0.19230766230769392]","[0.23076926154617294, 0.23076922505494504, 0.23076922505494504, 0.23076922505494504, 0.21153845955851175]"
799,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
800,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
801,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
802,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
803,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
804,"[0.23529411764705904, 0.1764705482352943, 0.23529411764705904, 0.2352941176470581, 0.05882352941176476]","[0.23529411764705926, 0.11764707299019629, 0.23529411764705926, 0.23529411764705926, 0.058823529411764816]","[0.2352941376470582, 0.23529411764705904, 0.23529411764705904, 0.23529411764705904, 0.11764707882352929]","[0.23529414598039258, 0.17647065073529516, 0.23529411764705926, 0.23529411764705926, 0.11764707882353144]","[0.23529411764705904, 0.10294117147058816, 0.2352941176470581, 0.2352941176470581, 0.05882352941176476]","[0.23529411764705926, 0.10294117147058739, 0.23529411764705926, 0.23529411764705926, 0.05882352941176493]","[0.3088235144117645, 0.2352941176470581, 0.23529411764705904, 0.23529411764705904, 0.11764707882352929]","[0.30882351441176215, 0.23529411764705926, 0.2352941176470597, 0.23529411764705926, 0.11764707882353144]","[0.1764705582352945, 0.1176470688235291, 0.23529411764705904, 0.23529411764705904, 0.05882352941176476]","[0.20588234585784257, 0.11764707299019629, 0.23529411764705926, 0.23529411764705926, 0.058823529411764816]","[0.2352941376470582, 0.23529411764705904, 0.23529411764705904, 0.23529411764705904, 0.1764705582352945]","[0.23529414598039258, 0.23529411764705926, 0.23529411764705926, 0.23529411764705926, 0.20588234585784257]","[0.23529411764705904, 0.10294117147058818, 0.23529411764705904, 0.23529411764705904, 0.05882352941176476]","[0.23529411764705926, 0.10294117147058751, 0.23529411764705926, 0.23529411764705926, 0.058823529411764816]","[0.30882351441176453, 0.23529411764705904, 0.23529411764705904, 0.23529411764705904, 0.11764707882352929]","[0.30882351441176253, 0.23529411764705926, 0.23529411764705926, 0.23529411764705926, 0.11764707882353144]"
805,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
806,"[0.22222222222222224, 0.2222221772222235, 0.2222222222222222, 0.22222222222222224, 0.11111111111111112]","[0.22222224555555561, 0.1388888772222222, 0.22222224555555561, 0.22222220055555528, 0.11111112277777781]","[0.22222224222222073, 0.22222222822222235, 0.22222222222222224, 0.22222222222222224, 0.11111113611111136]","[0.22222228569445188, 0.13888896236111867, 0.22222224555555561, 0.22222224555555561, 0.11111112277777781]","[0.22222219622222353, 0.11111112111111036, 0.22222222222222224, 0.11111111111111112, 0.11111111111111112]","[0.22222224555555561, 0.11111114284722594, 0.22222224555555561, 0.11111112277777781, 0.11111112277777781]","[0.22222224222222073, 0.22222222822222235, 0.22222222222222224, 0.22222222222222224, 0.22222219622222353]","[0.22222228569445188, 0.22222224555555561, 0.22222224555555561, 0.22222224555555561, 0.22222224555555561]","[0.22222222222222224, 0.13888888988888892, 0.22222221822222216, 0.22222221822222216, 0.11111110911111108]","[0.22222224555555561, 0.1388888772222222, 0.22222221555555566, 0.22222220055555528, 0.11111112277777781]","[0.27777777977777784, 0.22222222822222235, 0.22222221822222216, 0.22222222222222224, 0.13888888988888892]","[0.2777777544444444, 0.22222221555555566, 0.22222224555555561, 0.22222224555555561, 0.1388888772222222]","[0.22222222222222224, 0.08888888388888885, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.22222224555555561, 0.0888888772222222, 0.22222221555555555, 0.22222221555555555, 0.11111110777777777]","[0.3555555355555554, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111113611111136]","[0.3555555088888888, 0.22222221555555555, 0.22222224555555561, 0.22222224555555561, 0.11111112277777781]"
807,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
808,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
809,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
810,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
811,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
812,"[0.23076922434065952, 0.19658117467643454, 0.2307692243406595, 0.2307692243406595, 0.10683760671855903]",E,"[0.23076925219780164, 0.2008547202594625, 0.2307692243406595, 0.23076922434065952, 0.11111112444444482]",r,"[0.23076922434065952, 0.11538462717033003, 0.21153844707417518, 0.1538461334890102, 0.05128204449633673]",E,"[0.23076925434066006, 0.21153844707417518, 0.3076922669780204, 0.23076922434065952, 0.11538462717033003]",r,"[0.23076922434065952, 0.10683760671855907, 0.22222221888888888, 0.11538461217032976, 0.10683760671855903]",E,"[0.3205128201556771, 0.22222221888888888, 0.23076922434065952, 0.23076922434065952, 0.11111112444444482]",r,"[0.23076921505494535, 0.07692308406593389, 0.2307692243406595, 0.2307692243406595, 0.07692307478021986]",E,"[0.23076925219780164, 0.2307692243406595, 0.2307692243406595, 0.23076922434065955, 0.23076921505494535]",r
813,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
814,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
815,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
816,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
817,"[0.2307693207692273, 0.15384601884615795, 0.2307691907692323, 0.2307691907692323, 0.07692310692307576]","[0.23076932076923143, 0.13461533961538408, 0.23076919076923028, 0.23076919076923028, 0.07692310692307741]","[0.2692306792307727, 0.23076919076923433, 0.2307693207692273, 0.2307693207692273, 0.11538466038461474]","[0.26923067923076816, 0.21153851153846087, 0.23076932076923143, 0.23076932076923223, 0.11538466038461466]","[0.2307693207692273, 0.13461533961538635, 0.2307691907692323, 0.2307691907692323, 0.07692310692307576]","[0.23076932076923223, 0.13461533961538408, 0.2307691907692301, 0.2307691907692301, 0.07692310692307715]","[0.2692306792307727, 0.2307691907692323, 0.2307693207692273, 0.2307693207692273, 0.13461533961538635]","[0.26923067923076816, 0.2307691907692301, 0.23076932076923143, 0.23076932076923223, 0.13461533961538408]","[0.2307693207692212, 0.13461533961538788, 0.23076919076923433, 0.23076919076923433, 0.07692310692307576]","[0.23076932076923184, 0.13461533961538408, 0.23076919076923028, 0.23076919076923028, 0.07692310692307727]","[0.26923067923077576, 0.23076919076923433, 0.2307693207692212, 0.2307693207692273, 0.13461533961538788]","[0.26923067923076816, 0.23076919076923028, 0.23076932076923184, 0.23076932076923184, 0.13461533961538408]","[0.2307693207692273, 0.08461533961538613, 0.2307691907692323, 0.2307691907692323, 0.07692310692307576]","[0.23076932076923143, 0.08461533961538434, 0.23076919076923036, 0.23076919076923036, 0.07692310692307741]","[0.3384613584615445, 0.2307691907692323, 0.2307693207692273, 0.2307693207692273, 0.11538466038461474]","[0.33846135846153735, 0.23076919076923036, 0.23076932076923143, 0.23076932076923223, 0.11538466038461466]"
818,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
819,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
820,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
821,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
822,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
823,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
824,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
825,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
826,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
827,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
828,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
829,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
830,E,"[0.26086956483706647, 0.0869565216123555, 0.2608695403805456, 0.13043478314748919, 0.1304347727037769]",r,"[0.26086956483706647, 0.21739133893112167, 0.26086956629497837, 0.26086956483706647, 0.13043478241853323]",E,"[0.26086956483706647, 0.0869565216123555, 0.2608695403805456, 0.13043478314748919, 0.04347826104916306]",r,"[0.26086956483706647, 0.2608695403805456, 0.26086956629497837, 0.26086956483706647, 0.13043478241853323]",E,"[0.26086956483706647, 0.0869565216123555, 0.2608695403805456, 0.13043478314748919, 0.05217391296741329]",r,"[0.26086956483706647, 0.2608695403805456, 0.26086956629497837, 0.26086956483706647, 0.13043478241853323]",E,"[0.26086956483706647, 0.0869565216123555, 0.23913043965583375, 0.13043478314748919, 0.1304347727037769]",r,"[0.26086956483706647, 0.23913043965583375, 0.26086956629497837, 0.26086956483706647, 0.13043478241853323]"
831,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
832,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
833,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
834,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
835,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
836,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
837,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
838,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
839,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
840,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
841,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
842,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
843,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
844,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
845,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
846,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
847,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
848,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
849,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
850,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
851,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
852,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
853,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
854,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
855,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
856,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
857,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
858,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
859,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
860,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
861,E,"[0.23529411264705877, 0.2352940660256776, 0.23529411264705877, 0.23529411264705877, 0.1176470352021484]",r,"[0.23529411264705877, 0.23529411264705877, 0.23529412964705898, 0.23529412964705898, 0.11764706482352949]",E,"[0.23529412964705898, 0.13725489196078416, 0.23529411264705877, 0.23529411264705877, 0.058823532411764745]",r,"[0.27450978392156833, 0.23529411264705877, 0.23529412964705898, 0.23529412964705898, 0.11764706482352949]",E,"[0.23529411264705877, 0.07843137088235293, 0.23529411264705877, 0.1764705528032226, 0.1176470352021484]",r,"[0.23529411264705877, 0.23529411264705877, 0.3529411056064452, 0.23529412964705898, 0.11764706482352949]",E,"[0.23529412964705898, 0.06862744598039208, 0.23529410598039194, 0.23529410598039194, 0.058823532411764745]",r,"[0.34313722990196044, 0.23529410598039194, 0.23529412964705898, 0.23529412964705898, 0.11764706482352949]"
862,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
863,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
864,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
865,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
866,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
867,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
868,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
869,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
870,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
871,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
872,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
873,E,"[0.230769320769228, 0.13461533961538602, 0.230769320769228, 0.230769190769232, 0.11538469394231837]",r,"[0.2307693225480798, 0.1346155367307906, 0.230769320769228, 0.23076938788463675, 0.11538469394231837]",E,"[0.230769320769228, 0.13461533961538602, 0.230769190769232, 0.230769190769232, 0.076923106923076]",r,"[0.26923067923077204, 0.230769190769232, 0.230769320769228, 0.230769320769228, 0.13461533961538602]",E,"[0.230769320769228, 0.13461532283653382, 0.21794866116986725, 0.21794866116986725, 0.11538469572117023]",r,"[0.26923064567306765, 0.21794866116986725, 0.230769320769228, 0.23076938788463675, 0.13461532283653382]",E,"[0.2307693225480798, 0.1153846612740399, 0.230769320769228, 0.17307699057692097, 0.115384660384614]",r,"[0.2307693225480798, 0.230769320769228, 0.34615398115384194, 0.23076938788463675, 0.11538469394231837]"
874,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
875,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
876,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
877,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
878,"[0.22222224404040303, 0.2222221317676789, 0.2222222113131318, 0.2222222113131318, 0.11111112202020151]",E,"[0.22222224404040303, 0.2222222113131318, 0.22222225813131352, 0.22222224404040303, 0.11111112202020151]",r,"[0.22222224404040303, 0.074074081346801, 0.2222222113131318, 0.1851851542760957, 0.09259257713804785]",E,"[0.22222224404040303, 0.2222222113131318, 0.3703703085521914, 0.22222224404040303, 0.11111112202020151]",r,"[0.22222224404040303, 0.06666665075757608, 0.2222222113131318, 0.2222222113131318, 0.11111112202020151]",E,"[0.2666666030303043, 0.2222222113131318, 0.22222225813131352, 0.22222224404040303, 0.22222224404040303]",r,"[0.22222224404040303, 0.11111113179292843, 0.2222222113131318, 0.16666661439394162, 0.06666664575757665]",E,"[0.22222226358585687, 0.2222222113131318, 0.33333322878788324, 0.22222224404040303, 0.11111113179292843]",r
879,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
880,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
881,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
882,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
883,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
884,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
885,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
886,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
887,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
888,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
889,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
890,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
891,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
892,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
893,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
894,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
895,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
896,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
897,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
898,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
899,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
900,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
901,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
902,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
903,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
904,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
905,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
906,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
907,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
908,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
