Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
321,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
322,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
323,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
324,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
325,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
326,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
327,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
328,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
329,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
330,E,"[0.2352941003494835, 0.1176470567041523, 0.23529411340830456, 0.1764705850562284, 0.1764705850562284]",r,"[0.2352941134083046, 0.11764714176297532, 0.23529414937889537, 0.17647060307093407, 0.17647060307093407]",E,"[0.17647060307093407, 0.1176470567041523, 0.23529411340830456, 0.1764705850562284, 0.1764705850562284]",r,"[0.2352941134083046, 0.23529411340830456, 0.3529411701124568, 0.17647060307093407, 0.17647060307093407]",E,"[0.2352941003494835, 0.05882352835207615, 0.2352941134083046, 0.11764707468944768, 0.11764705017474175]",r,"[0.2352941134083046, 0.2352941134083046, 0.23529414937889537, 0.2352941003494835, 0.2352941003494835]",E,"[0.2352941003494835, 0.1176470567041523, 0.23529411340830456, 0.11764707468944768, 0.11764705017474175]",r,"[0.2352941134083046, 0.23529411340830456, 0.23529414937889537, 0.2352941003494835, 0.2352941003494835]"
331,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
332,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
333,"[0.2222222222222222, 0.19444441944444468, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.22222221793650804, 0.18518518804232798, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402]","[0.22222223222222182, 0.22222222222222227, 0.2222222222222222, 0.2222222222222222, 0.1388889038888891]","[0.2222222372222219, 0.21296299233796281, 0.22222221793650804, 0.22222221793650804, 0.13888889397817497]","[0.2222221922222235, 0.11111112111111071, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.22222220186508032, 0.11111111861111095, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402]","[0.22222224222222142, 0.22222222222222227, 0.2222222222222222, 0.2222222222222222, 0.2222221922222235]","[0.2222222372222219, 0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.22222220186508032]","[0.2222222222222222, 0.1388888838888888, 0.2222222222222222, 0.2222222222222222, 0.11111111111111116]","[0.22222221793650804, 0.13888889004960306, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402]","[0.2777777677777776, 0.2222222222222222, 0.2222222222222222, 0.22222222222222232, 0.1388889038888891]","[0.2777777800992061, 0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.13888889397817497]","[0.18518518518518512, 0.18518518518518512, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.18518518804232798, 0.18518518804232798, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402]","[0.22222223222222182, 0.22222222222222227, 0.2222222222222222, 0.2222222222222222, 0.18518518518518512]","[0.2222222372222219, 0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.18518518804232798]"
334,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
335,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
336,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
337,"[0.22222221822222263, 0.11111110111111268, 0.2222222202222215, 0.22222221822222263, 0.11111110911111131]","[0.22222223736111427, 0.11111111868055713, 0.22222221222222208, 0.22222221222222208, 0.11111112111111128]","[0.22222221822222263, 0.2222222202222215, 0.222222234222222, 0.22222221822222263, 0.222222234222222]","[0.22222223736111427, 0.22222221222222208, 0.22222224222222256, 0.22222224222222256, 0.22222224222222256]","[0.22222221822222263, 0.06666666266666668, 0.2222222202222215, 0.22222221822222263, 0.11111110911111131]","[0.22222224222222256, 0.06666665466666646, 0.22222219293650794, 0.22222221222222208, 0.11111112111111128]","[0.2666666506666667, 0.2222222202222215, 0.222222234222222, 0.22222221822222263, 0.222222234222222]","[0.26666661866666586, 0.22222219293650794, 0.22222224222222256, 0.22222224222222256, 0.22222224222222256]","[0.22222221822222263, 0.11111110111111268, 0.2222222202222215, 0.111111117111111, 0.11111110911111131]","[0.22222223736111427, 0.11111111868055713, 0.22222221222222208, 0.11111112111111128, 0.11111112111111128]","[0.22222221822222263, 0.2222222202222215, 0.222222234222222, 0.22222221822222263, 0.222222234222222]","[0.22222223736111427, 0.22222221222222208, 0.22222224222222256, 0.22222224222222256, 0.22222224222222256]","[0.22222221822222263, 0.08333332833333335, 0.2222222202222215, 0.22222221822222263, 0.111111117111111]","[0.22222224222222256, 0.08333331833333309, 0.22222221222222208, 0.22222221222222208, 0.11111112111111128]","[0.24999998500000004, 0.2222222202222215, 0.222222234222222, 0.22222221822222263, 0.222222234222222]","[0.24999995499999927, 0.22222221222222208, 0.22222224222222256, 0.22222224222222256, 0.22222224222222256]"
338,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
339,"[0.22222221888888916, 0.11111110944444458, 0.22222221888888916, 0.22222221888888916, 0.11111110416666742]","[0.22222221722222227, 0.11111113111111089, 0.2222222022222225, 0.22222221722222227, 0.11111110111111117]","[0.22222223388888795, 0.22222223194444385, 0.22222221888888918, 0.22222221888888916, 0.22222221888888916]","[0.22222226222222177, 0.22222221722222227, 0.2222222022222225, 0.22222221722222227, 0.22222221722222227]","[0.22222221888888916, 0.11111111694444398, 0.22222221888888916, 0.22222221888888916, 0.11111110944444458]","[0.22222221722222227, 0.11111113111111089, 0.2222222022222225, 0.22222221722222227, 0.11111110111111125]","[0.22222223388888795, 0.22222223194444385, 0.22222221888888916, 0.22222221888888916, 0.22222221888888916]","[0.22222226222222177, 0.22222221722222227, 0.2222222022222225, 0.22222221722222227, 0.22222221722222227]","[0.22222222027777805, 0.11111111305555528, 0.22222221888888918, 0.22222221888888916, 0.11111110416666742]","[0.22222221722222227, 0.11111113111111089, 0.2222222022222225, 0.22222221722222227, 0.11111110111111117]","[0.22222222611111056, 0.22222223194444385, 0.22222221888888918, 0.22222221888888916, 0.22222222027777805]","[0.22222226222222177, 0.22222221722222227, 0.2222222022222225, 0.22222221722222227, 0.22222221722222227]","[0.22222221888888916, 0.11111110944444458, 0.22222221888888916, 0.11111110944444459, 0.11111110944444458]","[0.22222221722222227, 0.1111111365833331, 0.2222222022222225, 0.11111110111111125, 0.11111110111111117]","[0.22222223388888795, 0.22222221888888916, 0.22222221888888918, 0.22222221888888916, 0.22222221888888916]","[0.22222226222222177, 0.22222221722222227, 0.2222222022222225, 0.22222221722222227, 0.22222221722222227]"
340,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
341,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
342,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
343,"[0.2222222240404039, 0.11111110383838442, 0.22222221167676742, 0.22222221167676742, 0.22222221222222233]","[0.2222222162007169, 0.2222221810125449, 0.2222222186200717, 0.2222222162007169, 0.22222221343189966]","[0.2222222240404039, 0.11111114038383885, 0.2222222240404039, 0.2222222240404039, 0.2222222240404039]","[0.22222225103942647, 0.2222222186200717, 0.2222222186200717, 0.2222222162007169, 0.2222222186200717]","[0.2222222240404039, 0.08333333196969706, 0.22222221222222233, 0.11111111202020195, 0.22222221222222233]","[0.2222222162007169, 0.0833333247311828, 0.2222222186200717, 0.11111113312724011, 0.22222221343189966]","[0.24999999590909117, 0.22222221222222233, 0.2222222240404039, 0.2222222240404039, 0.2222222240404039]","[0.2499999741935484, 0.2222222186200717, 0.22222226625448022, 0.2222222162007169, 0.2222222186200717]","[0.2222222240404039, 0.11111110383838442, 0.2222222240404039, 0.2222222240404039, 0.11111111202020195]","[0.2222222186200717, 0.11111112551971324, 0.2222222186200717, 0.2222222162007169, 0.11111110810035844]","[0.2222222240404039, 0.2222222240404039, 0.2222222240404039, 0.2222222240404039, 0.2222222240404039]","[0.22222225103942647, 0.2222222186200717, 0.2222222186200717, 0.2222222162007169, 0.2222222186200717]","[0.2222222240404039, 0.06666666557575765, 0.22222221167676742, 0.22222221167676742, 0.11111111202020195]","[0.2222222162007169, 0.06666666882795698, 0.2222222186200717, 0.2222222186200717, 0.11111110931003584]","[0.2666666623030306, 0.22222221167676742, 0.2222222240404039, 0.2222222240404039, 0.2222222240404039]","[0.2666666753118279, 0.2222222186200717, 0.2222222186200717, 0.2222222186200717, 0.2222222186200717]"
344,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
345,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
346,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
347,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
348,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
349,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
350,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
351,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
352,"[0.22222219622222344, 0.11111112511111046, 0.2222222142222226, 0.2222222142222226, 0.1111111071111113]","[0.2222222141222222, 0.1111111268611113, 0.22222221952222213, 0.22222221952222213, 0.11111111561111112]","[0.22222225022222097, 0.2222222142222226, 0.2222222142222226, 0.2222222142222226, 0.22222219622222347]","[0.2222222537222226, 0.2222222253722222, 0.22222221952222213, 0.2222222253722222, 0.2222222141222222]","[0.22222219622222344, 0.11111112511111046, 0.2222222142222226, 0.2222222142222226, 0.1111111071111113]","[0.2222222141222222, 0.1111111268611113, 0.22222221952222213, 0.2222222253722222, 0.11111110976111106]","[0.22222225022222092, 0.2222222142222226, 0.2222222142222226, 0.2222222142222226, 0.22222219622222344]","[0.2222222537222226, 0.2222222253722222, 0.22222221952222213, 0.2222222253722222, 0.2222222141222222]","[0.22222219622222347, 0.06666667133333339, 0.2222222142222226, 0.2222222142222226, 0.1111111071111113]","[0.2222222141222222, 0.06666666819666671, 0.22222221952222213, 0.22222221952222213, 0.11111110976111106]","[0.26666668533333354, 0.2222222142222226, 0.22222223288888704, 0.2222222142222226, 0.22222219622222347]","[0.26666667278666684, 0.2222222253722222, 0.22222221952222213, 0.2222222253722222, 0.2222222141222222]","[0.22222219622222344, 0.11111112511111046, 0.2222222142222226, 0.2222222142222226, 0.1111111071111113]","[0.2222222141222222, 0.1111111268611113, 0.22222221952222213, 0.22222221952222213, 0.11111111561111112]","[0.22222225022222097, 0.2222222142222226, 0.2222222142222226, 0.2222222142222226, 0.22222219622222347]","[0.2222222537222226, 0.2222222253722222, 0.22222221952222213, 0.2222222253722222, 0.2222222141222222]"
353,E,"[0.23076922637898678, 0.11538460993277001, 0.23076922637898678, 0.23076923430581595, 0.07692307863039455]",r,"[0.23076922637898678, 0.23076923430581595, 0.23076923589118362, 0.2307692358911805, 0.19230771410100206]",E,"[0.23076922637898678, 0.07692307545966226, 0.23076922637898678, 0.23076923430581595, 0.07692307863039351]",r,"[0.23076922637898678, 0.23076923430581595, 0.23076923589118362, 0.2307692358911805, 0.23076922637898678]",E,"[0.23076922637898678, 0.11538460993277001, 0.23076922637898678, 0.11538461794559181, 0.07692307863039351]",r,"[0.23076922637898678, 0.23076922637898678, 0.23076923589118362, 0.2307692358911805, 0.23076922637898678]",E,"[0.23076922637898678, 0.07692307545966226, 0.23076922637898678, 0.23076923430581595, 0.07692307863039455]",r,"[0.23076922637898678, 0.23076923430581595, 0.23076923589118362, 0.2307692358911805, 0.23076922637898678]"
354,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
355,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
356,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
357,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
358,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
359,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
360,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
361,"[0.222222218888889, 0.11111111185185144, 0.22222219925925646, 0.22222220092592412, 0.11111112203703766]","[0.22222222322337967, 0.1111111153009258, 0.2222222191261575, 0.2222222191261575, 0.11111111161168984]","[0.22222222370370287, 0.2222222290740748, 0.22222219925925646, 0.22222224407407531, 0.2222222290740748]","[0.22222222322337967, 0.22222222322337967, 0.22222222322337967, 0.22222223820601902, 0.22222222322337967]","[0.222222218888889, 0.0666666685185188, 0.22222219925925646, 0.22222220092592412, 0.11111112203703766]","[0.22222222322337967, 0.06666666306944434, 0.2222222191261575, 0.2222222191261575, 0.11111111161168984]","[0.2666666740740752, 0.2222222290740748, 0.22222219925925646, 0.2222222290740748, 0.2222222290740748]","[0.26666665227777736, 0.2222222191261575, 0.22222222322337967, 0.22222223820601902, 0.22222222322337967]","[0.222222218888889, 0.11111111185185144, 0.222222218888889, 0.1111111094444445, 0.11111112203703766]","[0.22222222322337967, 0.1111111153009258, 0.2222222191261575, 0.11111111161168984, 0.11111111161168984]","[0.22222222370370287, 0.222222218888889, 0.222222218888889, 0.22222224407407531, 0.2222222290740748]","[0.22222222322337967, 0.22222222322337967, 0.22222222322337967, 0.22222223820601902, 0.2222222191261575]","[0.22222222370370287, 0.11111111185185144, 0.22222219925925646, 0.22222220092592412, 0.11111112203703766]","[0.22222222322337967, 0.1111111153009258, 0.2222222191261575, 0.2222222191261575, 0.11111111910300951]","[0.22222222370370287, 0.2222222290740748, 0.22222219925925646, 0.22222224407407531, 0.2222222290740748]","[0.22222222322337967, 0.22222222322337967, 0.22222222322337967, 0.22222223820601902, 0.22222222322337967]"
362,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
363,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
364,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
365,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
366,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
367,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
368,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
369,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
370,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
371,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
372,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
373,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
374,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
375,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
376,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
377,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
378,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
379,"[0.23076921076923065, 0.16923068137362648, 0.19999999642857147, 0.19999999642857147, 0.19999999642857147]",E,"[0.2307692757692311, 0.16923079994505494, 0.20000001428571415, 0.20000001428571415, 0.20000001428571415]",r,"[0.23076921076923063, 0.07692309192307703, 0.1923076973076924, 0.11538460538461529, 0.11538460538461534]",E,"[0.2307692757692311, 0.1923076973076924, 0.23076921076923057, 0.23076921076923068, 0.23076921076923063]",r,"[0.20000001428571415, 0.0799999914285715, 0.19999999642857147, 0.19999999642857147, 0.19999999642857147]",E,"[0.319999965714286, 0.19999999642857147, 0.20000001428571415, 0.20000001428571415, 0.20000001428571415]",r,"[0.23076921076923065, 0.07692309192307702, 0.19230769730769243, 0.11538460538461533, 0.11538460538461533]",E,"[0.23076927576923106, 0.19230769730769243, 0.23076921076923065, 0.23076921076923065, 0.23076921076923065]",r
380,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
381,"[0.22222221426767708, 0.11111112474747453, 0.22222221426767708, 0.22222221426767708, 0.2222221972222222]","[0.22222221888888893, 0.22222214555555841, 0.22222221888888888, 0.22222221888888888, 0.22222219722222358]","[0.22222224949494906, 0.11111115997474658, 0.22222221449494955, 0.22222221426767708, 0.22222221449494955]","[0.2222222488888887, 0.22222219722222358, 0.22222221888888893, 0.22222221888888888, 0.22222221888888893]","[0.2222222063131326, 0.11111112474747453, 0.22222221426767713, 0.11111110724747478, 0.1111111031565663]","[0.2222222148611108, 0.11111112444444435, 0.22222221888888888, 0.11111110944444447, 0.11111110444444451]","[0.22222224949494906, 0.22222221426767713, 0.22222221449494955, 0.2222222063131326, 0.22222221449494955]","[0.2222222488888887, 0.22222221888888888, 0.22222221888888893, 0.22222220888888902, 0.22222221888888893]","[0.22222221449494955, 0.11111112474747453, 0.22222221426767708, 0.22222221426767708, 0.11111110724747478]","[0.22222221888888893, 0.11111112444444435, 0.22222221888888888, 0.22222221888888888, 0.11111110944444447]","[0.22222224949494906, 0.22222221426767708, 0.22222221449494955, 0.22222221449494955, 0.22222221449494955]","[0.2222222488888887, 0.22222221888888888, 0.22222221888888893, 0.22222221888888893, 0.22222221888888893]","[0.22222221426767708, 0.06666663666666661, 0.2222221972222222, 0.1111111940656564, 0.2222221972222222]","[0.22222221888888893, 0.0666666366666683, 0.22222219722222358, 0.11111118944444033, 0.22222219722222358]","[0.26666654666666645, 0.2222221972222222, 0.2222223881313128, 0.22222221426767708, 0.22222221426767708]","[0.2666665466666732, 0.22222219722222358, 0.22222237888888066, 0.22222221888888888, 0.22222221888888893]"
382,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
383,"[0.22222222088888907, 0.11111109844444561, 0.22222222088888907, 0.22222221555555557, 0.11111111044444454]","[0.2222222181679011, 0.11111112489506182, 0.2222222181679011, 0.2222222181679011, 0.11111110908395055]","[0.22222222088888907, 0.22222222688888824, 0.22222222088888907, 0.22222222088888907, 0.22222222688888824]","[0.22222224979012364, 0.2222222206012349, 0.2222222181679011, 0.2222222181679011, 0.2222222181679011]","[0.22222219688889122, 0.11111109844444561, 0.22222222688888824, 0.1111111284444429, 0.11111111044444454]","[0.2222222181679011, 0.11111112489506182, 0.2222222181679011, 0.11111110908395055, 0.11111110908395055]","[0.22222219688889122, 0.22222222688888824, 0.2222222568888858, 0.22222222088888907, 0.22222222688888824]","[0.22222224979012364, 0.2222222206012349, 0.2222222181679011, 0.2222222181679011, 0.2222222181679011]","[0.22222222088888907, 0.11111111044444454, 0.22222222088888907, 0.22222221555555557, 0.11111111044444454]","[0.2222222181679011, 0.11111112489506182, 0.2222222181679011, 0.2222222181679011, 0.11111110908395055]","[0.22222222088888907, 0.22222222688888824, 0.22222222088888907, 0.22222222088888907, 0.22222222688888824]","[0.22222224979012364, 0.2222222206012349, 0.2222222181679011, 0.2222222181679011, 0.2222222181679011]","[0.22222222088888907, 0.11111109844444561, 0.22222222088888907, 0.11111111044444454, 0.11111111044444454]","[0.2222222181679011, 0.1111111248950617, 0.2222222181679011, 0.11111110908395055, 0.11111110908395055]","[0.22222222088888907, 0.22222222688888824, 0.22222222088888907, 0.22222222088888907, 0.2222222388888871]","[0.22222224979012364, 0.2222222206012349, 0.2222222181679011, 0.2222222181679011, 0.2222222181679011]"
